Experiment,Reference,Apparatus,Pressure_kbar,Pressure_error,Temperature_degC,Phases,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,Total
MEL-1,"Auwera, J.V., Longhi, J., and Duchesne, J.C. (1998)",Piston Cylinder,5,,1130,gl,36.59,7.08,7.34,,27.05,0.34,4.51,9.13,1.87,0.62,4.4,,98.93
TM1094-9,"Salters, V.J.M., and Longhi, J. (1999)",Piston Cylinder,15,,1427,gl - ol - cp - sp,44.5,0.61,15.9,0.11,8.01,0.02,12.1,10.9,2.51,0.09,0.16,,94.91
TM1094-10,"Salters, V.J.M., and Longhi, J. (1999)",Piston Cylinder,12,,1375,gl - ol - cp - sp,46,0.66,17.3,0.04,8.74,0.03,11.1,10.8,2.6,0.1,0.17,,97.54
TJ-37,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1190,gl - pl - sp - ilm ,54.1,3.34,16.1,0.12,8.54,0.26,4.47,6.96,3.39,1.15,0.96,,99.39
TJ-36,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1175,gl - pl - sp - ilm ,50.3,4,15.9,0.11,11.6,0.24,4.53,6.81,3.35,0.93,0.85,,98.63
TJ-31,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1160,gl - pl - sp - ilm ,55.3,3.04,14.9,0.04,8.24,0.16,4.8,6.76,3.52,1.03,0.81,,98.6
TJ-26,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1148,gl - pl - sp - ilm ,53.1,3.52,14.8,,10.7,0.16,5.04,6.71,3.56,1.1,0.67,,99.35
TT-48,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1150,gl - pl,49.3,4.12,15.1,0.04,13,0.15,4.52,6.44,3.61,1.04,0.61,,97.93
TJ-45,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1124,gl - ol - pl - ilm,49.5,4.57,13.7,0.03,14.2,0.16,4.13,6.18,3.45,1.17,0.85,,97.94
TJ-46,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1090,gl - ol - pl - sp,52.2,3.89,12.5,0.02,13.8,0.17,3.35,6.48,3.4,1.56,0.97,,98.34
TJ-52,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1080,gl - ol - cp - pl - ilm,54.1,3.26,11.8,0.03,13.2,0.2,2.83,6.57,2.83,1.62,1.15,,97.59
TJ-53,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1070,gl - ol - cp - pl - sp - ilm,53.1,3.38,11.4,,15.1,0.16,2.75,7.15,2.61,1.83,1.79,,99.25
TJ-55,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1065,gl - ol - cp - pl - ilm - cp,54.9,2.68,11.8,0.01,13.3,0.17,2.26,6.2,2.53,2.3,1.87,,98.01
TJ-27,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1140,gl - pl,49.9,4.21,15.6,,13.1,0.14,4.65,6.63,3.69,0.96,0.53,,99.41
TJ-30,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1110,gl - ol - pl - sp - ilm,50.2,4.3,14.3,,13.7,0.18,4.64,6.2,3.34,1.15,0.57,,98.58
TJ-49,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1125,gl - ol - pl - ilm,50,4.66,14.2,0.01,13.9,0.16,4.27,6.2,3.17,1.14,0.79,,98.5
TJ-50,"Auwera, J. V., and Longhi, J. (1994)",1atm_furnace,0.001,,1090,gl - ol - pl - ilm,52,4.04,12.5,0.02,14.3,0.15,3.3,6.71,2.8,1.41,1.17,,98.4
TJ-17,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,5,,1170,gl,49.5,3.46,16,,13.1,0.13,4.54,6.82,3.65,0.94,0.63,,98.77
TJ-43,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,5,,1150,gl - cp,49.5,4.04,15.3,,13.5,0.13,4.65,6.39,3.62,0.9,0.66,,98.69
TJ-40,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,5,,1135,gl - ol - pl,49.5,4.23,14.8,,14,0.16,4.63,6.36,3.76,1.04,0.69,,99.17
TJ-23,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,5,,1130,gl - ol - pl,48.2,4.89,14.1,,14.2,0.16,4.67,6.37,3.46,1.16,0.79,,98
TJ-51,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,5,,1110,gl - ol - pl - ilm,49.4,5.32,14.1,0.01,13.3,0.17,4.85,6.31,3.58,1.09,0.65,,98.76
TJ-47,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,5,,1100,gl - ol - cp - pl - ilm,50.2,4.42,11.5,0.03,15.1,0.19,3.39,7.06,3.65,1.69,1.42,,98.65
TJ-1,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,7,,1170,gl - pl,50.3,3.08,16,,12.6,0.14,4.66,6.44,3.53,1,1.19,,98.94
TJ-4,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,7,,1095,gl - ol - cp - pl - ilm,47.1,4.21,12,,17.8,0.18,3.4,7.28,2.93,2.02,2.32,,99.24
TJ-5,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,10,,1190,gl,50.6,3.65,16.3,,11.9,0.11,4.34,6.56,3.56,0.95,0.59,,98.56
TJ-18,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,10,,1165,gl,50.1,3.46,16.5,,12.4,0.13,4.39,6.73,3.73,1,0.63,,99.07
TJ-24,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,13,,1190,gl,50.6,4.19,16.2,0.14,12.8,0.25,4.48,6.76,3.52,1.03,0.85,,100.82
TJ-35,"Auwera, J. V., and Longhi, J. (1994)",Piston Cylinder,16,,1215,gl - cp,51,4.27,16.4,0.14,12.6,0.26,4.22,6.71,3.57,1.03,0.87,,101.04
6,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1600,gl - ol,45.77,,6.62,0.305,13.48,0.187,26.38,6.27,,,,,99.06
8,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1550,gl - ol,47.76,,7.51,0.352,11.77,0.181,25.34,6.63,,,,,99.6
12,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1450,gl - ol,53.43,,9.16,0.39,2.83,0.191,20.99,9.08,,,,,96.08
14,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1450,gl - ol,53.19,,9.6,0.318,6.26,0.187,18.64,9.68,,,,,97.895
15,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1400,gl - ol,51.74,,9.94,0.257,7.83,0.191,16.6,10.03,,,,,96.61
16,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1300,gl - ol,51.85,,11.83,0.117,9.54,0.174,10.95,10.79,,,,,95.29
17,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1300,gl - ol,53.19,,11.88,0.152,9.48,0.167,12.08,12.08,,,,,99.07
22,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1524,gl - ol,49.87,,8.03,0.291,9.9,0.176,23.09,8.1,,,,,99.49
ADC-6,"Agee, C.B., and Walker, D. (1990)",1atm_furnace,0.001,,1395,gl - ol,49.18,,10.58,0.268,9.72,0.185,16.81,10,,,,,96.778
500B-19,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,10,,1220,gl - pl - cp,55.01,1.38,14.74,0.01,9.56,0.17,3.52,8.48,3.76,1.66,0.62,,98.91
500B-22,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,10,,1385,gl - pl,55.71,0.39,22.73,,3.44,0.07,1.53,9.51,4.66,0.97,0.22,,99.24
500B-30,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,20,,1400,gl - pl,55.59,0.58,22.57,0.02,3.47,0.06,1.44,9.32,4.52,0.99,0.16,,98.72
500B-32,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,20,,1325,gl - pl - cp,55.67,1.05,18.93,0.01,6.39,0.1,2.4,9.05,4.07,1.41,0.27,,99.35
500B-43,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,7,,1370,gl - pl,55.31,0.5,23.09,0.01,3.43,0.05,1.45,9.51,4.8,0.92,0.24,,99.31
500B-46,"Fram, M.S., Longhi, J. (1992)",1atm_furnace,0.001,,1125,gl - cp - pl - ilm,57,1.42,14.41,0.01,9.9,0.17,3.41,7.3,3.69,2.08,1.01,,100.39
500B-48,"Fram, M.S., Longhi, J. (1992)",1atm_furnace,0.001,,1355,gl - pl,57.1,0.71,22.85,0.01,2.19,0.08,1.4,9.07,4.76,0.89,0.16,,99.22
HLCA-6,"Fram, M.S., Longhi, J. (1992)",1atm_furnace,0.001,,1175,gl - ol - pl,50.6,1.95,16.11,0.04,12.69,0.2,6.8,8.51,3.09,0.48,0.18,,100.65
HLCA-10,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,10,,1275,gl - pl,49.99,1.91,17.41,0.02,11.05,0.16,6.68,8.71,2.92,0.46,0.13,,99.45
HLCA-15,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,15,,1300,gl - cp - pl,49.99,2.08,18.47,0.01,11.26,0.14,5.58,8.03,3.4,0.52,0.18,,99.65
HLCA-27,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,15,,1320,gl - cp,50.44,1.95,17.82,0.02,10.74,0.16,5.82,8.55,3.37,0.49,0.18,,99.53
HLCA-28,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,13,,1260,gl - cp - pl,50.59,2.18,17.98,0.03,11.63,0.13,5.81,8.23,3.14,0.56,0.22,,100.51
HLCA-31,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,13,,1290,gl - cp,49.69,1.98,18.05,0.02,11.13,0.14,5.92,8.38,3.34,0.47,0.18,,99.29
HLCA-43,"Fram, M.S., Longhi, J. (1992)",Piston Cylinder,7,,1250,gl - pl,50.41,1.87,17.26,0.05,11.12,0.15,6.73,8.65,3.12,0.49,0.16,,100.01
HLCA-46,"Fram, M.S., Longhi, J. (1992)",1atm_furnace,0.001,,1228,gl - pl,51.12,1.91,18.2,0.04,7.67,0.18,7.37,9.02,2.56,0.34,0.44,,98.85
PSU-17,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1188,gl,46.4,3.36,15,,10.7,0.16,6.92,10.6,3.62,1.51,1.08,,99.35
PSU-15,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1174,gl - ol,46.4,3.52,15.5,,10.9,,6.53,10.2,3.61,1.54,1.05,,99.25
STAN-10,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1150,gl - ol - pl,46.5,3.56,15,,10.5,0.15,5.77,10.8,3.69,1.39,1.05,,98.41
STAN-9,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1126,gl - ol - cp - pl,45.8,4.33,14.1,,11.7,0.17,4.9,10.5,3.98,1.7,1.36,,98.54
SI-1,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1123,gl - ol - cp - pl,45.6,5.09,14.3,,12.2,,4.7,9.38,4.2,2.01,1.43,,98.91
PSU-8,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1100,gl - ol - cp - pl,46.1,5.09,13.4,,13.3,0.22,4.31,10.1,3.5,2.08,1.61,,99.71
PSU-6,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1097,gl - ol - cp - pl,45.2,5.05,13.4,,12.5,0.14,4.21,9.29,3.99,2.1,1.61,,97.49
PSU-10,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1076,gl - ol - cp - pl - ox,47.9,4.55,14.6,,11.7,0.28,3.69,8.47,4.36,2.82,2.03,,100.4
PSU-5,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1075,gl - ol - cp - pl - ox,49,3.47,15.6,,8.93,0.26,3.27,7.11,4.52,3.69,2.26,,98.1
PSU-12,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1055,gl - ol - cp - pl - ox,50.5,2.77,15.8,,8.16,0.07,3.41,6.04,5.19,3.96,3.05,,98.95
ta-892,"Mahood, G.A., Baker, D.R. (1986)",Piston Cylinder,8,0.03,1150,gl - cp,45.1,3.91,15.7,,11.4,0.21,5.6,9.25,3.97,1.62,1.23,,97.99
Ia-909,"Mahood, G.A., Baker, D.R. (1986)",Piston Cylinder,8,0.03,1125,gl - ol - cp - pl,45.2,4.75,15.2,,12.7,0.17,4.66,8.04,4.37,2.29,1.43,,98.8
Ia-919,"Mahood, G.A., Baker, D.R. (1986)",Piston Cylinder,8,0.03,1100,gl - ol - cp - pl - ox,46.8,4.03,15.9,,11.2,0.16,3.81,6.61,5.05,3.42,1.65,,98.63
Ia-948,"Mahood, G.A., Baker, D.R. (1986)",Piston Cylinder,8,0.03,1100,gl - ol - cp - pl,44.6,4.81,15,,13.5,0.2,4.38,8.11,4.49,2.39,1.87,,99.35
PSU-18,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1188,gl,48.8,2.52,16,,10.4,,6.59,10.7,3.17,0.97,0.79,,99.94
PSU-16,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1174,gl - ol - pl,49,2.58,15.3,,10.2,,6.5,10.7,3.3,1.07,0.85,,99.5
SI-2,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1123,gl - ol - cp - pl,47.8,4.39,13.2,,13.2,,4.48,9.17,3.75,1.77,1.36,,99.1
SI-13,"Mahood, G.A., Baker, D.R. (1986)",1atm_furnace,0.001,,1091,gl - ol - cp - pl - ox,48.5,4.32,13.3,,13.5,,3.7,8.35,4.11,2.45,1.88,,100.1
B/12,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1314,gl - ol - sp,57.14,0.95,11.56,0.18,8.14,,11.63,6.52,2.08,0.62,,,98.82
B/2,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1281,gl - ol - sp,54.18,1.01,11.03,0.18,8.5,,16.14,5.96,2.14,0.69,,,99.83
B/25,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1161,gl - ol - sp,59.73,1.72,13.29,0.05,8.51,,5.6,7.86,1.83,0.73,,,99.32
B/3,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1257,gl - ol - sp,56.66,1.24,13.9,0.4,7.71,,9.51,7.5,1.69,0.71,,,99.32
B/9,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1320,gl - ol - sp,55.46,1.24,10.64,0.23,10.14,,13.02,6.61,1.76,0.51,,,99.61
B/l,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1323,gl - ol - sp,54.64,1.14,12.57,0.17,8.85,,12.09,6.7,2.06,0.67,,,98.89
A/25,"Barnes, S.J. (1986)",1atm_furnace,0.001,,1330,gl,56.64,0.03,11.56,0.63,7.42,,14.78,6.82,0.84,0.49,,,99.21
1,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",,0.001,,1191,gl,48.5,0.86,13.5,,11.033648,0.24,7.5,12.7,2.32,2.13,0.4,,99.36
2,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1172,gl - ol,48.4,0.83,13.5,,10.977636,0.22,7.04,12.2,2.42,2.22,0.41,,98.4
3,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1155,gl - ol - cp,48.3,0.9,14.8,,10.881644,0.22,6.11,11.7,2.7,2.45,0.49,,98.73
4,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1136,gl - ol - cp,48.3,0.91,15.5,,11.018638,0.23,5.37,10.9,3.03,2.74,0.5,,98.71
6,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1127,gl - ol - cp - pl,47.7,0.98,15.6,,11.783588,0.23,4.69,10.3,3.3,2.86,0.56,,98.21
7,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1119,gl - ol - cp - pl - sp,40,0.95,15.7,,11.161604,0.22,4.37,9.3,3.48,3.43,0.62,,89.43
8,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1109,gl - ol - cp - pl - sp,48.2,0.99,15.5,,11.645612,0.24,4.53,10.1,3.47,3.34,0.62,,98.82
11,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1137,gl - ol - cp - pl,49.4,1,15.3,,11.568598,0.21,4.94,10.4,2.83,2.9,0.52,,99.28
12,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1135,gl - ol - cp - pl,49.5,1,15.3,,11.597536,0.22,4.59,9.8,3.05,3.15,0.48,,98.92
13,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1135,gl - ol - cp - pl - sp,49.9,1.04,15.4,,11.19443,0.23,4.59,9.1,3.22,3.37,0.52,,98.85
14,"Kennedy, A.K., Grove, T.L., Johnson, R.W. (1990)",1atm_furnace,0.001,,1115,gl - ol - cp - pl - sp,51.6,0.79,16.9,,8.796534,0.26,3.56,7.4,4.14,4.66,0.79,,99.13
4,Thy 1991,Piston Cylinder,0.001,,1242,gl - ol - sp,47.34,1.83,14.99,,11.2,0.19,9.37,10.85,2.49,0.37,0.17,,98.8
14,Thy 1991,Piston Cylinder,0.001,,1238,gl - ol,47.2,1.9,15.09,,11.1,0.17,9.27,10.86,2.54,0.35,0.21,,98.69
11,Thy 1991,Piston Cylinder,0.001,,1235,gl - ol - sp,47.53,1.78,15.25,,11.05,0.18,9.38,10.84,2.57,0.35,0.2,,99.14
12,Thy 1991,Piston Cylinder,0.001,,1235,gl - ol - sp,47.24,1.84,15.11,,11.24,0.21,9.42,10.76,2.54,0.37,0.21,,98.91
10,Thy 1991,Piston Cylinder,0.001,,1225,gl - ol - sp,47.97,1.9,15.49,,11.32,0.19,8.86,10.75,2.78,0.37,0.21,,99.78
15,Thy 1991,Piston Cylinder,0.001,,1218,gl - ol - sp,48.03,1.83,15.6,,11.15,0.2,8.15,11.06,3,0.39,0.19,,99.67
9,Thy 1991,Piston Cylinder,0.001,,1208,gl - ol - sp,47.7,1.83,15.82,,11.13,0.17,8.66,11,2.88,0.38,0.21,,99.78
8,Thy 1991,Piston Cylinder,0.001,,1201,gl - ol - sp,47.32,2.01,15.69,,11.31,0.21,7.77,11.38,2.9,0.37,0.24,,99.22
23,Thy 1991,Piston Cylinder,0.001,,1199,gl - ol - sp,47.37,1.95,15.83,,11.07,0.2,7.78,11.43,2.89,0.38,0.22,,99.12
6,Thy 1991,Piston Cylinder,0.001,,1193,gl - ol - sp,47.79,1.85,15.95,,11.1,0.19,7.5,11.33,2.97,0.39,0.22,,99.29
24,Thy 1991,Piston Cylinder,0.001,,1184,gl - ol - sp,48.04,2.01,16.21,,10.81,0.21,7.05,11.66,3.13,0.37,0.24,,99.73
16,Thy 1991,Piston Cylinder,0.001,,1180,gl - ol - pl - sp,47.98,2.19,14.98,,11.44,0.18,6.55,11.93,3.02,0.53,0.21,,99
13,Thy 1991,Piston Cylinder,0.001,,1176,gl - ol - pl - sp,47.59,2.01,16.01,,10.92,0.21,7.15,11.41,3.18,0.44,0.23,,99.15
32,Thy 1991,Piston Cylinder,0.001,,1174,gl - ol - pl,47.48,2.27,14.85,,11.19,0.22,6.73,11.44,3.34,0.48,0.26,,98.26
5,Thy 1991,Piston Cylinder,0.001,,1169,gl - ol - pl - sp,47.52,2.28,14.74,,11.87,0.21,6.65,11.42,3.2,0.51,0.26,,98.66
21,Thy 1991,Piston Cylinder,0.001,,1162,gl - ol - pl - sp,47.52,2.35,15.11,,11.8,0.22,6.25,11.64,3.15,0.5,0.27,,98.81
33,Thy 1991,Piston Cylinder,0.001,,1131,gl - ol - cp - pl,47.62,4.3,12.4,,14.07,0.26,4.97,10.63,3.36,0.82,0.55,,98.98
27,Thy 1991,Piston Cylinder,0.001,,1130,gl - ol - cp - pl - sp,47.44,4.02,13.07,,13.98,0.29,5.55,11.01,3.58,0.71,0.5,,100.16
18,Thy 1991,Piston Cylinder,0.001,,1124,gl - ol - cp - pl - sp,47.17,3.42,12.77,,13.59,0.25,5.32,11.71,3.25,0.71,0.43,,98.62
26,Thy 1991,Piston Cylinder,0.001,,1118,gl - ol - cp - pl - sp,47.54,4.57,13.2,,13.59,0.23,4.8,9.16,3.63,1.16,0.61,,98.49
19,Thy 1991,Piston Cylinder,0.001,,1110,gl - ol - cp - pl - sp,47.57,4.37,12.22,,14.21,0.27,4.14,10.16,3.37,1.08,0.63,,98.02
26,Thy 1991,Piston Cylinder,20,,1340,gl - cp - sp,45.53,2.18,16.99,,12.61,0.2,7.05,8.31,4.4,0.66,0.3,,98.23
15,Thy 1991,Piston Cylinder,20,,1320,gl - cp,46.51,2.38,18.82,,11.55,0.17,5.84,7.94,4.7,0.67,0.4,,98.98
41,Thy 1991,Piston Cylinder,17.5,,1310,gl - cp - sp,45.87,2.27,17.22,,13.42,0.19,6.7,8.8,4.1,0.57,0.35,,99.49
48,Thy 1991,Piston Cylinder,17.5,,1290,gl - cp - sp,45.95,2.43,17.92,,11.9,0.2,5.95,8.12,4.28,0.7,0.36,,97.2
54,Thy 1991,Piston Cylinder,17.5,,1250,gl - cp - sp,47.69,2.43,17.6,,13.4,0.17,4.41,6.59,5.65,0.85,0.41,,99.2
34,Thy 1991,Piston Cylinder,15,,1320,gl - cp,48.04,2.25,17.26,,8.42,0.16,8.43,10.2,3.58,0.56,0.28,,99.18
28,Thy 1991,Piston Cylinder,15,,1310,gl - cp,48.38,2.32,17.72,,7.72,0.16,8.13,10.13,3.98,0.6,0.28,,99.42
35,Thy 1991,Piston Cylinder,15,,1270,gl - cp,48.02,2.25,18.05,,10.26,0.19,7.29,9.19,3.72,0.61,0.31,,99.89
38,Thy 1991,Piston Cylinder,15,,1230,gl - cp - pl - sp,46.18,2.34,17.22,,13.39,0.18,4.98,7.92,5.37,0.62,0.34,,99.07
46,Thy 1991,Piston Cylinder,12.5,,1300,gl - ol,48.89,1.96,15.08,,9.63,0.18,9.63,10.96,3.2,0.4,0.21,,100.14
43,Thy 1991,Piston Cylinder,12.5,,1280,gl - ol,47.14,2.08,15.3,,10.97,0.22,8.23,10.82,3.4,0.41,0.22,,98.79
45,Thy 1991,Piston Cylinder,12.5,,1260,gl - ol - cp,47.85,2.16,16.61,,11.75,0.18,7.3,9.6,3.76,0.47,0.29,,99.97
47,Thy 1991,Piston Cylinder,12.5,,1240,gl - ol - cp - pl,45.85,2.85,16.88,,13.85,0.24,5.24,8.28,4.88,0.77,0.46,,99.3
12,Thy 1991,Piston Cylinder,10,,1280,gl - ol,48.47,1.91,15.87,,8.91,0.2,8.29,11.26,3.4,0.45,0.24,,99
20,Thy 1991,Piston Cylinder,10,,1270,gl - ol,47.67,1.89,16.07,,10.3,0.2,7.05,11.12,3.51,0.44,0.23,,98.48
13,Thy 1991,Piston Cylinder,10,,1240,gl - ol - pl,47.79,2.3,16.03,,9.03,0.19,7.72,11.03,3.52,0.46,0.26,,98.33
3,Thy 1991,Piston Cylinder,10,,1220,gl - ol - cp - pl,46.63,3.88,15.41,,9.95,0.24,6.95,10.23,3.58,0.69,0.54,,98.1
6,Thy 1991,Piston Cylinder,10,,1180,gl - ol - cp - pl,45.49,4.01,14.97,,14.86,0.26,5.17,9.68,4.15,0.85,0.5,,100.04
42,Thy 1991,1atm_furnace,7,,1230,gl - ol,46.77,2.02,16,,9.22,0.15,8.77,11.53,3.3,0.42,0.23,,98.41
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,224",gl - ol,42.49,4.75,13.94,,10.27968,0.18,9.02,12.26,2.46,1.26,0.74,,97.54
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,197",gl - ol,42.16,4.72,14.06,,10.301664,0.13,8.36,12.6,2.59,1.34,0.79,,97.22
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,177",gl - ol,42.05,5.03,14.79,,9.90467,0.16,7.09,12.88,3.07,1.5,0.91,,97.55
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,160",gl - ol,42.12,5.07,15.07,,9.631684,0.22,6.49,13.15,3.11,1.51,0.92,,97.43
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,138",gl - ol - cp,42.62,5.18,15.82,,9.765692,0.16,6.12,12.68,2.96,1.52,0.99,,97.96
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,120",gl - ol - cp - op,43.04,5.31,16.4,,10.063708,0.18,5.67,11.67,2.76,1.33,0.59,,97.15
DVDP2 basanite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,104",gl - ol - cp - pl - op,42.64,5.39,15.92,,9.822666,0.19,4.23,9.48,4.82,2.76,1.87,,97.26
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,224",gl,48.31,3.15,18.04,,8.53471,0.22,3.83,7.92,4.86,2.62,0.35,,97.97
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,197",gl,47.44,3.27,17.8,,8.74968,0.18,3.76,7.82,5.41,2.72,0.55,,97.83
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,177",gl,47.33,3.17,17.73,,8.652686,0.2,3.82,7.77,5.52,2.81,0.68,,97.81
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,160",gl,47.41,3.11,17.85,,8.492706,0.19,3.78,7.67,5.41,2.82,0.65,,97.54
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,138",gl,47.81,3.34,18.16,,8.56471,0.23,3.83,7.84,5.24,2.86,0.65,,98.67
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,120",gl,48.33,3.1,18.15,,8.132746,0.25,3.88,8.01,4.71,2.54,0.2,,97.44
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,104",gl - ol - cp - pl,46.8,3.36,17.14,,8.887696,0.21,3.45,7.44,5.8,3.07,0.79,,97.08
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,089",gl - ol - pl,47.63,3.83,16.67,,9.59966,0.19,3.29,7.19,5.62,3.23,0.67,,98.08
DVDP2 hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,049",gl - ol - cp - pl,49.39,3.29,17.36,,7.97473,0.23,2.41,5.78,6.16,3.91,1.22,,97.83
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,224",gl,50.19,2.33,20.78,,6.587776,0.11,2.93,7.16,5.59,2.79,0.55,,99.12
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,197",gl,49.76,2.37,20.41,,6.40978,0.16,2.84,7.06,5.62,2.69,0.46,,97.89
83415 Ne-hawaiite,"Gerke et al., 2004",1atm_furnace,0.001,,"1,177",gl,49.35,2.37,20.21,,6.910762,0.18,2.88,6.95,5.82,2.79,0.64,,98.22
